recipe_id,title,ingredients,reference,prediction,method
327,Foolproof Ribs With Barbecue Sauce,"5 pounds baby back ribs Danish, 4 racks or St. Louis ribs, 2 racks ground black pepper 1 barbecue sauce recipe, recipe follows barbecue sauce Makes 1 1/2 quarts 1/2 tablespoon crushed red pepper flakes 1/2 cup vegetable oil 1 1/2 cups yellow onion chopped, 1 large onion 1 tablespoon minced garlic 3 cloves 1 cup tomato paste 1 cup cider vinegar 1 cup honey 1/2 cup worcestershire sauce 1 cup dijon mustard 1/2 cup soy sauce 1 cup hoisin sauce 2 tablespoons chili powder 1 tablespoon ground cumin","Preheat the oven to 350 degrees F. Line a sheet pan with aluminum foil. Place the ribs on the sheet pan meat-side up and sprinkle them with 2 teaspoons salt and 1 teaspoon pepper. Pour the barbecue sauce generously on each rack and cover the ribs loosely with aluminum foil. Bake for 1 1/2 hours for baby backs and 1 3/4 hours for St. Louis ribs, until the meat is very tender when tested with a fork. As soon as the ribs are out of the oven, spread them generously with additional barbecue sauce. Grill right away or refrigerate to grill later. About 40 minutes before you want to serve, heat a charcoal grill with a layer of hot coals or heat a gas grill to medium-high heat. After the charcoal turns gray, brush the cooking grate with oil to keep the ribs from sticking. Place the ribs on the grill ribs-side down, put the lid on top (be sure both vents are open!) and grill for 5 minutes. Turn the ribs meat-side down, put the lid back on and grill for another 4 to 5 minutes, until nicely browned. Place on a cutting board and cover tightly with aluminum foil and allow the ribs to rest for 10 minutes. Cut into ribs and serve hot with extra barbecue sauce on the side. Heat the oil in a large saucepan over low heat, add the onions and cook for 10 to 15 minutes, until the onions are translucent but not browned. Add the garlic and cook for one more minute. Add the tomato paste, vinegar, honey, Worcestershire sauce, mustard, soy sauce, hoisin sauce, chili powder, cumin and pepper flakes. Bring to a boil, then lower the heat and simmer uncovered for 30 minutes. Use immediately or pour into a container and refrigerate for several weeks.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine ribs, barbecue sauce, onion, garlic, tomato paste, vinegar, honey, worcesterhire, mustard, soy sauce, chili powder, cumin, and chili powder. Mix well. Pour sauce mixture into a large saucepan and bring to a boil. Reduce heat and simmer, uncovered, for 10 minutes. Remove ribs from pan and set aside to cool. In a small bowl, whisk together mustard, hoisin, and soy sauce. Add to ribs and stir until well blended. Stir in chili powder and cumin. Pour over ribs and serve.",finetuned_beam
328,Peachy Keen Toast,"2 slices honey-wheat bread, toasted 1 tablespoon cream cheese 1 tablespoon raspberry jam 1 peach, thinly sliced","Spread cream cheese on one slice of toast, raspberry jam on the other slice. Top with peach slices and press together.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9 x 13-inch baking dish. In a large bowl, combine bread, cream cheese, raspberry jam, peach slices, and peach slices. Pour over bread mixture. Bake for 15 minutes or until lightly browned.",finetuned_beam
329,Butterbeer,"1/2 stick unsalted butter, plus 1 tablespoon, divided 1/2 cup dark brown sugar 1 1/2 cup heavy cream, divided 1/2 teaspoon flaky sea salt 1.5 teaspoons vanilla extract 1 teaspoon grated fresh ginger a heaping 1/8 teaspoon fresh nutmeg 1.5 tablespoons light brown sugar 1/3 a vanilla bean up to 1 ounce dark rum (it will boozy) 1.5 cups ginger beer (or pear apple cider, or nut brown ale) grated nutmeg, to garnish","Make the ""butter"": Add 1/2 stick of the unsalted butter to a medium pot. Turn the heat to medium, and let the butter melt. Whisk in: the dark brown sugar, 1/2 cup of the heavy cream, and the flaky sea salt. Let the mixture come to a mild boil for about 5 minutes, whisking as you go. When the butterscotch is thick enough to really coat the back of a spoon, remove it from the heat. Stir in the vanilla extract. If you like, add a bit more sea salt and vanilla to taste. Make the ""foam"": Pour 1 cup of the heavy cream into a bowl. If you have an electric mixture, break it out now. Mix the cream until it's whipped to your liking. Put the drink together: Melt the remaining butter in a medium pot, over medium-low heat. Add the grated ginger, the nutmeg, the light brown sugar, and the vanilla bean. Stir to combine. Wait until the butter is bubbling gently, and then add the rum and stir again. Let the rum come to a little bubble, 1 minute. Add the ginger beer to the pot, and lower the heat a tad. Keep the pot on the stove just long enough for the ginger beer to heat through, and to impart the flavor of the ginger and vanilla, about 3-4 minutes. Prepare your glasses. Add a spoonful of butterscotch to the bottom of each glass (adjust depending on personal sweetness preferences). Run the butterbeer through a fine seive or cheesecloth, to remove any ginger bits, and the vanilla bean. Fill each glass 2/3 full with the strained butterbeer. Top with the whipped cream, and a gentle dusting of nutmeg. Serve warm. (If left to cool, the butterbeer will separate a little; you can fix this by reheating and stirring.)","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine butter, brown sugar, cream, salt, and vanilla. Stir in ginger and nutmeg. Pour into a greased and floured 13x9-inch baking pan. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. Cool on a wire rack for 10 minutes before removing to wire racks to cool completely.",finetuned_beam
330,Basil Cream And Strawberry Pie,"1 whole Pre-Baked 9"" Pie Shell 1 pound Strawberries 4 whole Egg Yolks 2/3 cups Sugar 3 Tablespoons Cornstarch 3 cups Milk 1/2 cups Fresh Basil Leaves, Loosely Packed Plus Additional For Optional Garnish 2 Tablespoons Butter, Cut Into Small Pieces Whipped Cream (optional, Garnish)","*Note: Cook times do not include chill time for pie to set To pre-bake pie shell: Line pie dish with rolled out pastry (use your favorite crust recipe, or a store bought). Tightly line the crust with aluminum foil and fill with beans or pie weights. I find it works best to fill the entire pie shell to the top with your weights. Bake on the bottom shelf at 400° for 20 minutes. Remove the crust from the oven and decrease oven temp to 375°. Remove foil and weights from your crust. Poke holes all around the shell with a fork, twisting the fork slightly as you go. Continue baking the crust at 375° until the inside is golden brown and the shell is fully baked. Check at five and ten minutes, using the back of a spoon to press down any spots that puff up. Cool shell before filling. For the pie: Wash and quarter the strawberries. (Reserve a couple of the prettiest ones if you would like to use them for garnishing.) Separate 1/2 cup of the cut up strawberries. Mash slightly. Mix with remaining cut up strawberries and set aside. In a medium bowl, slightly beat the egg yolks and set aside until needed. In a medium saucepan, stir together sugar and cornstarch. And milk and whisk to combine. Add basil leaves. Heat over medium, stirring constantly, until thick. Once thickened, whisk about a half a cup of the hot milk mixture into the egg yolks, tempering them to prevent scrambled eggs from forming in your custard. Add egg yolk mixture back into the saucepan while whisking, continue heating about 1 more minute while continuing to whisk the mixture. Remove from heat and add butter, stir until melted completely into mixture. Pour mixture thru a fine strainer to remove clumps and basil leaves. Spread strawberries in an even layer across the bottom of the baked pie shell. Top with basil custard. Refrigerate until set, probably 4 hours is sufficient but I refrigerate overnight. Garnish as desired with additional strawberries, basil leaves, and/or whipped cream.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the strawberries, egg yolks, sugar, cornstarch, milk, basil leaves, butter, and basil. Pour into a 9x13"" pie shell. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. Remove from oven and cool completely on a wire rack.",finetuned_beam
331,Almond-Cinnamon Bars,"Base 1 1/2 cups all-purpose flour 1 teaspoon cinnamon 1 teaspoon grated fresh lemon rind 1/4 teaspoon salt 1/2 cup packed brown sugar 1/2 cup softened butter 1 egg, separated Almond Topping 1/2 cup sliced almonds 2 tablespoons granulated sugar 1/2 teaspoon cinnamon","Base: In small bowl, combine flour, cinnamon, lemon rind and salt; set aside. In medium bowl using an electric mixer, beat together sugar, butter and egg yolk until fluffy. Gradually beat in flour mixture until well combined. Pat evenly over base of 9-inch square baking pan. Brush evenly with egg white. Almond Topping: In small bowl, combine almonds, sugar and cinnamon; sprinkle evenly over base. Bake in 350 degrees oven for 25 to 30 minutes, until golden brown. Let cool in pan before cutting into bars.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish. In a large bowl, combine flour, cinnamon, and salt; set aside. In another bowl, whisk together brown sugar, butter, egg, and almonds. In separate bowl, beat egg yolks with an electric mixer on medium speed until light and fluffy. Gradually beat in sugar mixture, beating well after each addition. Fold in almonds. Spoon batter into prepared baking dish; sprinkle with almonds. Bake in preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
332,Baked Eggs in Cream,"2 tbsp olive oil 4 small shallots, finely chopped 2 garlic cloves, minced (optional) 1 tbsp chopped tarragon 3/4 cup heavy cream or creme fraiche 4 large eggs 3 tbsp shredded Gruyere 1 tbsp dry bread crumbs 1 tbsp finely chopped chives Freshly ground black pepper Four 6 oz (180ml) ramekins","Preheat the oven to 325F (160C). Heat the oil in a frying pan over medium-low heat. Add the shallots and garlic and cook, stirring, until the shallots are golden. Stir in the tarragon and 2 tbsp of the cream. Spread equal amounts of the mixture in 4 x 6oz (180ml) ramekins, making a slight well in each portion of the shallots. Crack an egg into each dish. Divide the remaining cream among the ramekins. Mix together the Gruyere, bread crumbs, and chives, and season with pepper. Sprinkle in the ramekins. Place the ramekins on a baking sheet and bake for 1015 minutes, or until the eggs are cooked to your liking. Serve at once.","Heat olive oil in a large saucepan over medium heat. Add shallots and garlic and saute until tender, about 5 minutes. Add cream and cook until thickened, about 2 minutes. Stir in eggs, chives and pepper. Bring to a boil, reduce heat and simmer, covered, for 5 minutes, stirring occasionally, until eggs are tender, stirring frequently, about 10 minutes. Remove from heat and set aside. In a large bowl, whisk together eggs, Gruyre, bread crumb and chives. Add to egg mixture and stir to combine. Pour into a greased and floured 9 x 13-inch baking dish. Bake in a preheated 350F oven for 20-25 minutes or until golden brown. Cool on a wire rack.",finetuned_beam
333,Savory Green Beans,3 Tbsp. butter 3 Tbsp. flour 2 c. milk 1/4 lb. cheese 3 hard-boiled eggs 3 pieces crumbled toast cheese slices green beans,Place hot cooked and drained green beans in a casserole. Cover with cheese sauce made from first 4 ingredients. Dot with egg bits. Add toasted bread crumbs. Cover with cheese slices. Bake in oven until cheese melts.,"Cream butter and flour. Add milk, cheese and eggs. Mix well. Pour into greased 9 x 13-inch baking dish. Bake at 350° for 30 minutes.",finetuned_beam
334,Double Decadence Chocolate Chip Brownies,"2/3 cup unsalted butter, softened 1 cup sugar 2 eggs 1 teaspoon vanilla extract 2 cups semi-sweet chocolate chips 1 1/4 cups all-purpose flour 1 cup oatmeal (quick or old fashioned oatmeal) 1 teaspoon baking powder 1/2 cup chopped nuts (optional) 1/4 cup powdered sugar (optional)","Preheat oven to temperature 350°F Beat together first 4 ingredients in a bowl. until smooth. Melt 1/2 cup chocolate chips in a heavy saucepan over low heat, stirring. until smooth, or microwave on high 1-2 minutes, stirring every 30. seconds until smooth. Add to sugar mixture and mix well. Add flour,. oatmeal, baking powder, remaining 2 Tbs. chocolate chips and nuts, mixing well. Spread into a lightly greased 13x9 inch baking pan. Bake 25-30 minutes or until brownies pull away from sides of pan. Cool completely. Sprinkle with powdered sugar, if desired. Cut into. bars.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 x 13-inch pan. In a medium bowl, cream butter and sugar until light and fluffy. Add eggs, one at a time, beating well after each addition. Stir in vanilla. Add flour, oatmeal, baking powder, nuts and powdered sugar; mix well. Pour into prepared pan. Bake in preheated oven for 1 hour or until a toothpick inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
335,Healthy Popsicles,"3 cups watermelon puree (seedless if possible) 1/2 cup fresh blueberries 1/2 cup chopped fresh strawberries 1 kiwi, peeled and sliced 1 peach or nectarine, diced small","Cut the watermelon into chunks and then puree it in a blender until smooth. Set aside. Set out about 1 dozen popsicle molds (amount needed will vary depending on size of molds). Fill each one with the chopped fresh fruit. Then pour in the watermelon puree until each mold is full to the top. Place a popsicle stick into each one. Place into your freezer and freeze for about 6 to 8 hours. When ready to serve, run the popsicle molds under warm water for a few seconds and then pull each one out","In a large bowl, combine the watermelon, blueberries, strawberries, kiwis, and peach. Stir in the remaining ingredients. Pour into a greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes or until lightly browned.",finetuned_beam
336,Sardine and Bread Crumb Pasta with Puttanesca Salad,"1 pound linguine, fresh or dried, cooked al dente in salted water 4 vine-ripe tomatoes, seeded and chopped 1/2 red onion, chopped 3 tablespoons capers 1/2 cup kalamata olives, pitted and coarsely chopped 6 anchovies (1 tin of flat fillets), chopped 3/4 cup fresh flat-leaf parsley tops (4 or 5 handfuls), divided; half coarsely chopped, half finely chopped Juice of 1/2 lemon 1/4 cup plus 3 tablespoons extra-virgin olive oil (EVOO), plus more for drizzling 12 to 15 fresh basil leaves, cut or torn into a chiffonade Coarse salt and coarse black pepper, to taste 8 garlic cloves, chopped 1 1/2 cups bread crumbs 2 4-ounce tins of sardines, drained and chopped 1 teaspoon crushed red pepper flakes","Bring a large pot of salted water to a boil. When the water boils, add the linguine and cook just until al dente. Drain well. Combine the tomatoes, onions, capers, olives, anchovies, and the coarsely chopped parsley in a medium bowl. Dress with the lemon juice and a healthy drizzle of EVOOenough to lightly coat the salad (1 to 2 tablespoons). Sprinkle in the basil and salt and pepper, toss again, and adjust the seasonings. Preheat a large, deep skillet over medium heat. To the hot pan, add the 1/4 cup of EVOO (4 times around the pan), and half the chopped garlic cloves. When the garlic speaks by sizzling in the oil, add the bread crumbs. Stir the bread crumbs until they are deeply golden in color. Add the finely chopped parsley and a liberal amount of salt and coarse black pepper. Transfer the bread crumbs to a dish and reserve. Return the same skillet to the heat and add the 3 tablespoons of EVOO, 3 times around the pan. Add the remaining garlic, the sardines, and red pepper flakes to the pan and saute over medium heat for 2 or 3 minutes. Add the hot, cooked pasta to the skillet and toss with the sardines. Add the bread crumbs to the pot and toss thoroughly to combine and evenly distribute the mixture. Taste to adjust seasonings and serve with the puttanesca salad alongside.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the linguine with the tomatoes, onion, capers, olives and anchovies. Season with salt and pepper. In a small bowl, whisk together the olive oil, lemon juice, lemon zest, salt, pepper and garlic. Stir in the basil, parsley, anchovies and bread crumb mixture. Pour into a greased and floured 13 x 9 x 2-inch baking dish. Bake in the preheated oven until a toothpick inserted in the center comes out clean, 15 to 20 minutes.",finetuned_beam
