title,ingredients,directions
Giant Skippy Oat Cookies,"1 1/4 cups flour 1 teaspoon baking powder 1 teaspoon baking soda 1/4 teaspoon salt 2 1/2 cups quick oats 1 cup butter 1 cup peanut butter (recipe calls for Skippy, hence the name) 1 cup sugar 1 cup brown sugar, firmly packed 2 eggs 1 teaspoon vanilla","Preheat oven to 350. In medium bowl, stir flour, baking powder, baking soda, and salt. Mix in oats and set aside. In large bowl with mixer at medium speed, beat butter and peanut butter until smooth. Beat in sugars until blended. Beat in eggs and vanilla. Add flour/oat mixture. By hand, mix until well combined. Shape into 2 inch balls and place 6 balls on ungreased cookie sheet. Flatten each to 3 inch diameter. Bake 15 to 17 minutes or until golden. Remove from cookie sheet. Cool completely on wire rack. Store in tightly covered container."
Ice Box Fruit Cake,"1/2 lb. candied cherries, chopped fine 1/2 lb. candied pine apples, chopped fine 1 c. white raisins, chopped fine 1 box coconut 1 box dates, chopped fine 1/2 lb. marshmallows, big bag 1 qt. pecans, chopped fine 1 can sweetened condensed milk 1 box graham crackers, crushed","Heat marshmallows and milk until melted, very slowly. Mix all chopped ingredients. Mix coconut and cracker crumbs with hand. Shape into a roll. Wrap in wax paper and foil, and keep in fridge. Yields 4 rolls."
Maine Fish Chowder,"1/4 lb salt pork, diced 4 cups raw potatoes, Diced 3 medium onions, peeled & sliced 2 teaspoons salt 3 lbs haddock fillets, fresh skinned (with bones in it) 2 cups milk, Scalded 1 teaspoon butter or 1 teaspoon margarine 1/4 teaspoon pepper","Fry salt pork to render all fat in a heavy kettle and then remove. Add potatoes, onions, and 1/2 teaspoon salt. Cover with hot water and cook over medium heat, covered, 15 minutes, until potatoes are just tender. Do not overcook. Meanwhile, cut fish into large chunks and put into another saucepan. Add boiling water to cover and 1 1/2 teaspoons salt. Cook slowly, covered, until fish is fork tender, about 15 minutes. Remove from heat. Strain and reserve liquid. Remove any bones from fish. Add fish and strained liquid to potato-onion mixture. Pour in milk and leave on stove long enough to heat through, about 5 minutes. Mix in butter and pepper. Serve at once."
Charred Red Onion and Balsamic Vinegar White Beans,"1 large red onion, sliced 1/2-inch thick and grilled 2 tablespoons olive oil Salt Freshly ground black pepper 1/4 cup red wine 1/4 cup balsamic vinegar 3 cups white beans, cooked 2 tablespoons sliced green onions 1 tablespoon parsley","To a hot, dry saute pan, add onions and char for 2 minutes. Add olive oil and season with salt and pepper. Continue to saute for 3 minutes. Deglaze the pan with red wine and balsamic vinegar. Add the white beans and saute for 5 minutes. Check for seasoning. Finish with green onions and parsley and mix well."
Grape Pie,"1 pie crust (fresh or frozen) 1 cup fresh grapes (I used green, Ms. McMinn uses concord. Make sure they are seeded) 2 tablespoons water 1 cup sugar 12 cup butter, melted 2 tablespoons cornstarch, heaping 3 eggs, separated 2 -3 tablespoons sugar","Preheat oven to 350 degrees. Mash grapes (in skins) with water. In a separate bowl mix sugar, butter, cornstarch, and 3 egg yolks. Stir in mashed grapes. Pour custard into pie crust. Bake for 45 minutes or until custard is firm. Beat up a meringue with 3 egg whites and remaining sugar. Top cooked pie with meringue and bake for another 15-20 minutes. Chill until room temperature and serve."
Sunshine Potato Balls,"1/4 c. melted butter 2 Tbsp. sugar 1/4 tsp. pepper 18 to 20 mini marshmallows 1/4 c. milk 1/2 tsp. salt 4 c. mashed, cooked sweet potatoes 3 c. coarsely crushed corn flakes","Beat butter, milk, sugar, salt and pepper into potatoes. Form 2-inch balls with marshmallow centers; roll in corn flakes. Place in greased 9 x 13-inch baking pan. Bake at 375° for 25 to 35 minutes. These can be frozen ahead and baked directly from freezer for 45 minutes. Makes 18 to 20 potato balls."
Pecan Pie,"3 eggs, slightly beaten 1/2 c. butter or oleo 3/4 c. dark syrup 1 c. sugar 1/4 tsp. salt 1 tsp. vanilla 1 c. pecans",Cream sugar and butter (add sugar slowly). Add others until fluffy. Bake at 375° for about 45 minutes.
Orange Raisin Drop Cookies,"1 (18 ounce) package yellow cake mix 12 cup oil 2 eggs 2 cups rolled oats 1 cup raisins 1 (11 ounce) can mandarin orange segments, drained, chopped","Heat oven to 350. Grease cookie sheets. In large bowl, combine cake mix, oil and eggs; mix until smooth. Stir in oats, raisins and chopped orange segments. Drop dough by teaspoonfuls 1 inch apart onto greased cookie sheets. Bake at 350 for 12 to 16 minutes or until edges are golden brown. Remove from cookie sheets."
Blender Cheese Cake,"16 oz. cream cheese, softened 1 c. milk 4 eggs 1/2 c. sugar 1 tsp. vanilla 2 tsp. cornstarch","Place all ingredients in blender and blend 2 minutes. Pour into a greased 9-inch glass pan and bake at 350° for 55 minutes to 1 hour. When done, remove from oven and top with 1 can of cherries or whatever fruit you like."
Pasta La Cinenega,"3/4 c. chopped green onions 2 cloves minced garlic 1/4 lb. Italian brown mushrooms, sliced 1/4 lb. baby white mushrooms, sliced 2 large shiitake mushrooms, sliced 1/4 tsp. black pepper 4 sliced medium zucchini 1 c. small broccoli flowerets 4 large Romano tomatoes, sliced 2 medium carrots, julienned 1 c. sliced snow peas 1 lb. asparagus, trimmed and sliced 2 Tbsp. minced fresh basil 2 Tbsp. minced fresh parsley 9 oz. spinach linguine, cooked al dente dry white wine 1 chopped small red onion","Saute onions, garlic, mushrooms, basil, parsley, salt and pepper in white wine over medium heat. Blanch vegetables and set aside in large bowl. Add tomatoes to saute. Remove from heat, adding spice to taste. Toss with vegetables and serve over linguine."
Pumpkin Cookies,2 cups flour 1 teaspoon baking powder 1 teaspoon cinnamon 12 teaspoon baking soda 12 teaspoon nutmeg 12 cup butter or 12 cup margarine 1 cup brown sugar 1 egg 1 cup pumpkin 1 teaspoon vanilla,"Combine flour, baking powder, cinnamon, baking soda, and nutmeg. ( I added a pinch of allspice, for an extra kick). Cream together sugar and butter/margarine. Then add eggs, pumpkin, and vanilla. Mix dry ingredients with creamed ingredients. Bake at 375 degrees for 8-10 minutes."
Buttered Turnip Puree,"3 large turnips, peeled and cut into uniform chunks 1 quart milk 3 fresh thyme sprigs 1 garlic clove, peeled and gently smashed with the side of a knife 1/2 cup unsalted butter, cut into small cubes kosher salt fresh ground black pepper","Combine the turnips, milk, thyme and garlic in a medium saucepan. Set over medium heat and partially cover the pan. Bring to a gentle simmer and cook for 20 to 30 minutes, until the turnips are tender-the tip of a paring knife should go through without resistance. Drain the turnips, reserving the cooking liquid, and transfer to a food processor (discard the thyme sprigs). Add about 1 cup of the reserved cooking liquid and the butter, season with plenty of salt and pepper and puree until smooth. Add more of the liquid, if necessary. Serve hot."
Kudzu banana smoothie,4 banana 8 Kudzu leaves 4 tbsp cocoa 2 dash nutmeg 1 tsp cinnamon 2 tbsp peanut butter 1/2 cup milk,Blend all ingredients together. Is best using frozen bananas and no ice
Sausage And Pea Risotto,"1 smoked sausage or 8 sausages, sliced 2 1/8 cups rice 1 3/4 cups peas 1 1/2 chicken stock ltrs","Heat oil in a frying pan and cook the sausage slices. If using sausages you may find it easier to part cook the sausages before slicing, this will make them easier to cut. Add the rice and stir for one minute. Add 1/2 ltr of the chicken stock and simmer until fully absorbed. Add a further 1/2 ltr of stock and simmer until absorbed. Add the remainder of the stock and cook until all liquid is absorbed."
Coffee-Caramel Custards,"1 1/4 cups (250 g) sugar 2 1/2 cups (625 ml) heavy cream 1/2 vanilla bean, split lengthwise 7 large egg yolks 1/4 cup (60 ml) freshly brewed espresso (see Tip) 1/2 teaspoon vanilla extract Pinch of salt","Preheat the oven to 350F (175C). Set six 4- to 6-ounce (125- to 180-ml) ramekins or custard cups in a roasting pan or deep baking dish. Spread the sugar in an even layer in a large, heavy-bottomed saucepan and cook over medium heat without stirring until the sugar begins to melt around the edges. Using a heatproof utensil, slowly drag the liquified sugar to the center and stir gently until all the sugar is melted. Continue to cook, stirring infrequently, until the caramel turns dark amber in color and begins to foam a bit. Quickly remove the pan from the heat and immediately add the cream. The mixture will steam and bubble up vigorously, then the bubbling will subside. Scrape the seeds from the vanilla bean and add them to the saucepan, then drop in the pod. Stir the mixture over low heat until the caramel is smooth. In a large bowl, whisk the egg yolks. Gradually whisk in about one-quarter of the warm caramel mixture, whisking constantly as you pour to prevent the yolks from cooking. Gradually whisk in the remaining caramel mixture, the espresso, vanilla, and salt. Pour the mixture through a mesh strainer into a large measuring cup or pitcher. (The vanilla pod can be rinsed, dried, and used for another purpose; see page 14.) Divide the custard mixture evenly among the ramekins. Fill the roasting pan or baking dish with warm water to reach halfway up the sides of the ramekins. Cover the pan tightly with aluminum foil and bake until the perimeters of the custards are just set and the centers are still slightly jiggly, about 35 minutes. Transfer the custards from the water bath to a wire rack and let cool completely. Cover with plastic wrap and refrigerate until ready to serve. Top the custards with dollops of whipped cream (page 239), if you wish, and sprinkle with chocolate shavings (see page 8), crushed coffee beans, or a bit of finely ground espresso. The baked custards will keep for up to 2 days in the refrigerator. If you cant get your hands on freshly made espresso, substitute 1 rounded tablespoon of instant espresso powder dissolved in 1/4 cup (60 ml) water."
Full Garden Frittata,"4 large eggs 1/3 cup 2% milk 1/4 teaspoon salt, divided 1/8 teaspoon coarsely ground pepper 2 teaspoons olive oil 1/2 medium zucchini, chopped 1/2 cup chopped baby portobello mushrooms 1/4 cup chopped onion 1 garlic clove, minced 2 tablespoons minced fresh basil 1 teaspoon minced fresh oregano 1 teaspoon minced fresh parsley Optional toppings: Halved grape tomatoes, small fresh mozzarella cheese balls and thinly sliced fresh basil","Preheat oven to 375°. In a bowl, whisk eggs, milk, 1/8 teaspoon salt and pepper. In an 8-in. ovenproof skillet, heat oil over medium-high heat. Add zucchini, mushrooms and onion; cook and stir until tender. Add garlic, herbs and remaining salt; cook 1 minute longer. Pour in egg mixture. Bake, uncovered, until eggs are set, 10-15 minutes. Cut into 4 wedges. If desired, serve with toppings."
Grilled Pork Tenderloin with Corn-Pepper Relish,"3 oz. pork tenderloin 2 Tbsp. KRAFT Fat Free Italian Dressing 1/4 cup black beans, drained, rinsed 1/4 cup whole kernel corn, drained 1/4 medium red pepper, seeded, chopped 3/4 cup mashed potatoes","Place pork on greased grill over hot coals. Grill until cooked through, turning every few minutes and brushing with 1 Tbsp. of the dressing. Cut into 1/2-inch slices. Mix beans, corn, red pepper and remaining 1 Tbsp. of dressing. Prepare mashed potatoes according to package directions. Serve with pork and mashed potatoes."
Vegetable And Tofu Red Curry,"1 cup jasmine rice 1 3/4 cups water 1 medium onion, halved lengthwise, then thinly sliced crosswise 1 tablespoon vegetable oil 1 large garlic clove, chopped 2 teaspoons bottled Asian red-curry paste such as Thai Kitchen brand 1 (14-oz) can unsweetened coconut milk (not low-fat) 1 teaspoon salt 1 (1-lb) package frozen mixed vegetables such as broccoli, corn, and red peppers 1 (14- to 16-oz) block firm tofu, rinsed, patted dry, and cut into 1/2-inch cubes 1 tablespoon Asian fish sauce Accompaniments: fresh cilantro sprigs; lime wedges","Rinse rice briefly in a sieve and drain, shaking sieve to remove excess water. Bring rice and 1 1/2 cups water to a boil in a 1 1/2- to 2-quart heavy saucepan over high heat, then cover pan with a tight-fitting lid and cook rice over low heat until water is absorbed and rice is tender, about 15 minutes. Meanwhile, cook onion in oil in a wide 4-quart heavy pot over moderately high heat, stirring occasionally, until pale golden, about 3 minutes. Reduce heat to moderate, then add garlic and curry paste and cook, stirring, 1 minute. Stir in coconut milk, salt, and remaining 1/4 cup water and bring to a boil. Stir in vegetables and return to a boil. Cover pot, then reduce heat and cook at a brisk simmer, stirring occasionally, 2 minutes. Gently stir in tofu and simmer curry, partially covered, until vegetables are tender, 7 to 8 minutes. Remove pot from heat and stir in fish sauce and salt to taste. Serve curry with rice."
Pecan Pie,1/2 c. margarine 1/2 c. granulated sugar 3/4 c. white corn syrup 1/4 c. maple syrup 3 slightly beaten eggs 1 tsp. vanilla 2 c. pecans,Blend margarine with spoon until creamy. Slowly add sugar continuing to work until light. Slowly stir in white corn syrup and maple syrup. Add eggs and vanilla. Stir to blend. Fold in 2 cups pecans. Pour into chilled unbaked (9-inch) pie shell. Bake in preheated 325° oven for 1 hour.
Taco Salad,"1 lb. ground beef (fry and drain well) 1 large tomato, cut in small pieces 1 medium onion, chopped 1 (15 oz.) can kidney beans, drained 1/2 c. grated Cheddar cheese 8 oz. bottle French dressing 1/2 head lettuce, chopped 2 c. tortilla chips, broken","Mix tomato, onion, kidney beans, cheese and dressing with hamburger and refrigerate. Toss with lettuce and chips just before serving."
